Transcript,Length,Effective Length,Expected Counts,TPM
ENST00000681761,522,323,1.3020152577130222e-05,0.04031006989823598
ENST00000681821,354,155,3.3074879466721483e-10,2.1338631914013856e-06
ENST00000328221,844,645,1718.3829221226936,2664159.5691824704
ENST00000680699,447,248,5.025400039668414,20263.709837372637
ENST00000681938,662,463,1426.2401189992154,3080432.2224605083
ENST00000679380,656,457,993.2885818619832,2173497.9909452586
ENST00000680938,666,467,921.9061243113548,1974103.049917248
ENST00000408968,668,469,1344.6420378930886,2867040.592522577
ENST00000679765,804,605,397.13789899371324,656426.2793284516
ENST00000681180,704,505,217.21071038409806,430120.2185823724
ENST00000681426,611,412,2.3855163667569537,5790.088268827557
ENST00000681577,835,636,289.87290207361673,455775.00326040364
ENST00000680696,708,509,122.19311795104991,240065.06473683676
ENST00000679382,587,388,118.08692093454724,304347.73436738976
ENST00000681198,591,392,87.03962180372919,222039.85154012547
ENST00000399808,611,412,169.00445902869095,410204.99764245376
ENST00000680209,651,452,4.132619742536007,9142.964032159309
ENST00000681304,517,318,1.3076000163076702,4111.949736816573
ENST00000681840,505,306,0.816766470819703,2669.1714732670034
ENST00000531688,725,526,10.482581270220763,19928.861730457724
ENST00000526811,543,344,9.022339731004163,26227.731776174893
ENST00000602735,713,514,23.304052787951008,45338.624101072
ENST00000680023,238,39,1.1289840036010666e-10,2.8948307784642734e-06
ENST00000679433,238,39,0.00020310953319302,5.207936748538974
ENST00000679441,238,39,0.00020310953319302,5.207936748538974
ENST00000679792,238,39,0.00021736988524741967,5.573586801215889
ENST00000681184,277,78,2.7650413747672262,35449.24839445162
ENST00000680720,238,39,0.00021736988524741967,5.573586801215889
ENST00000680622,884,685,27.252862493848067,39785.20072094608
ENST00000681748,238,39,2.4672819671313536e-10,6.326364018285522e-06
ENST00000329962,3750,3551,3.9999999999995453,1126.4432554208802
ENST00000526584,421,222,0.0,0.0
ENST00000534778,876,677,4.547473508864641e-13,6.717095286358406e-10
ENST00000534401,756,557,0.0,0.0
ENST00000533249,1111,912,0.0,0.0
ENST00000527442,847,648,0.0,0.0
ENST00000528036,940,741,0.0,0.0
ENST00000331563,2817,2618,0.0,0.0
ENST00000531857,687,488,0.0,0.0
ENST00000525642,495,296,0.0,0.0
ENST00000528845,573,374,1.5736888443072967,4207.72418263983
ENST00000526395,608,409,2.1274747130296645,5201.649665109204
ENST00000431843,1743,1544,19.40820687943103,12570.0821757973
ENST00000397632,1598,1399,6.212011494443243,4440.322726549853
ENST00000332725,1639,1440,6.212011494443243,4313.896871141141
ENST00000531205,1649,1450,47.0415930372917,32442.477956752897
ENST00000528209,933,734,1.4250135370537826,1941.435336585535
ENST00000530494,709,510,1.5539266606239365e-14,3.046915020831248e-11
ENST00000528058,557,358,1.9528405860830165e-21,5.454861972298929e-18
ENST00000332826,2867,2668,696.0,260869.5652173913
ENST00000308020,2458,2259,296.0270695491137,131043.41281501272
ENST00000531520,890,691,0.008908467497544901,12.892138201946311
ENST00000527479,520,321,8.964021983388713,27925.3021289368
ENST00000534797,2973,2774,112.6236913497015,40599.74453846485
ENST00000397614,1864,1665,170.95932755850734,102678.27480991432
ENST00000397615,2014,1815,922.7127651024609,508381.68876168644
ENST00000354420,1952,1753,589.1074792134051,336056.74798254715
ENST00000397604,1722,1523,188.21326977529606,123580.61048936051
ENST00000525701,1794,1595,73.51162076379063,46088.79044751764
ENST00000529768,1019,820,3.5696068946767676,4353.179139849716
ENST00000533410,1829,1630,249.1834837392444,152873.30290751188
ENST00000438658,1725,1526,127.45428755334383,83521.81359983212
ENST00000356187,1791,1592,304.99892398925255,191582.23868671642
ENST00000524464,624,425,1.2418509637442044e-08,2.922002267633422e-05
ENST00000529115,855,656,3.360052168036401e-05,0.05122030743957928
ENST00000527485,873,674,5.176897384419718e-06,0.007680856653441717
ENST00000529368,727,528,6.060013716995948,11477.298706431719
ENST00000529306,870,671,1.7022420397040963,2536.873382569443
ENST00000531149,709,510,7.9157619579985585,15521.101878428546
ENST00000532055,704,505,6.975629911231273,13813.12853709163
ENST00000531540,480,281,0.01185764450949335,42.19802316545677
ENST00000397594,639,440,2.825506256692866e-08,6.421605128847422e-05
ENST00000397596,1100,901,21.250759716294002,23585.748852712542
ENST00000493230,1114,915,47.987958676841245,52445.85647742213
ENST00000311189,1070,871,125.73158260554774,144353.13731980222
ENST00000451590,1151,952,88.99174002180766,93478.71851030216
ENST00000417302,1244,1045,71.22092922768756,68153.99926094504
ENST00000462734,1939,1740,126.08418763967872,72462.17680441306
ENST00000468682,749,550,9.808681795652974e-09,1.7833966901187226e-05
ENST00000270115,2765,2566,38.27873557197449,14917.667798898865
ENST00000329451,2057,1858,69.0909087808303,37185.63443532309
ENST00000441853,1051,852,6.909091199357842,8109.261971077279
ENST00000486629,798,599,1.9811874025897058e-08,3.307491490133065e-05
ENST00000431809,1745,1546,112.58157653232567,72821.20086178892
ENST00000397582,1731,1532,203.89229809346608,133088.96742393347
ENST00000397583,2017,1818,37.511998035609494,20633.662285813803
ENST00000414138,1679,1480,173.20260823475016,117028.78934780415
ENST00000454668,1450,1251,8.57912027011825,6857.809968120104
ENST00000528736,473,274,2.232365182632596,8147.318184790496
ENST00000531112,810,611,3.3651097599333644e-05,0.05507544615275555
ENST00000416188,5278,5079,329.0055012828613,64777.6139560664
ENST00000264555,5539,5340,772.6491095143064,144690.84447833453
ENST00000534320,5178,4979,118.10927550095792,23721.485338613762
ENST00000413872,5224,5025,305.6180568509231,60819.51380117873
ENST00000533464,5218,5019,305.6180568509231,60892.22093064816
ENST00000528413,1554,1355,9.771867295151479,7211.7101809236
ENST00000397566,2051,1852,978.4508794459831,528321.2092040945
ENST00000348655,1807,1608,206.04622838997656,128138.20173506005
ENST00000525445,1923,1724,1406.6719365828524,815934.9980178959
ENST00000533182,1776,1577,246.17380983300072,156102.60610843418
ENST00000397570,1943,1744,154.00966489684524,88308.29409222778
ENST00000469048,1596,1397,28.97852607947912,20743.397336778184
ENST00000330243,1992,1793,840.5443295909467,468792.1525883697
ENST00000532326,1604,1405,26.298394587698283,18717.718567756783
ENST00000532788,1019,820,6.147095457632438e-05,0.0749645787516151
ENST00000649187,745,546,2.5432399218808032e-06,0.004657948574873266
ENST00000647801,891,692,9.25854319030421e-07,0.0013379397673850013
ENST00000533190,806,607,3.0542983579319425,5031.793011420004
ENST00000358353,3316,3117,1.4849734582778549,476.411119113845
ENST00000397542,3359,3160,1.4849734582778549,469.92830958159965
ENST00000531177,2816,2617,0.0003276222153960229,0.12518999441957315
ENST00000349570,2318,2119,1.4849734582778549,700.7897396308895
ENST00000674088,2953,2754,1.4849734582778549,539.206048757391
ENST00000526077,625,426,0.019926181557728316,46.77507407917445
ENST00000534311,550,351,0.019926181557728316,56.769748027716
ENST00000531088,496,297,0.019926181557728316,67.09152039639164
ENST00000176195,526,327,5.0,15290.51987767584
ENST00000176183,1399,1200,1.0,833.3333333333334
ENST00000527170,1623,1424,42.89595735104739,30123.56555551081
ENST00000382409,2190,1991,437.8109086006875,219894.98171807508
ENST00000685854,2314,2115,81.91335724674683,38729.71973841458
ENST00000683307,2267,2068,27.616093300062154,13354.010299836631
ENST00000690068,1866,1667,22.254311452951328,13349.916888393118
ENST00000692634,1739,1540,0.7995094948016632,519.1620096114696
ENST00000687329,2331,2132,35.62251546040764,16708.496932648985
ENST00000686001,2066,1867,19.2404061760786,10305.520180009962
ENST00000689835,1778,1579,4.732979217665493,2997.4535894018322
ENST00000530813,1614,1415,0.023993497730349585,16.956535498480275
ENST00000529717,705,506,1.3503423034747106,2668.660678803776
ENST00000524763,580,381,1.5603698061816739e-21,4.095458808875785e-18
ENST00000527199,540,341,1.0264444279068983,3010.1009616038073
ENST00000533256,3266,3067,78.19410798900893,25495.307462996065
ENST00000614442,3188,2989,72.359400837107,24208.56501743292
ENST00000534755,474,275,3.815846167802171e-26,1.3875804246553348e-22
ENST00000650127,2554,2355,0.26389747360640664,112.05837520441895
ENST00000526909,3844,3645,95.4833473261193,26195.705713612977
ENST00000318562,3030,2831,62.36596013837746,22029.65741376809
ENST00000533500,587,388,2.6063762081549958e-17,6.717464454007721e-14
ENST00000531348,582,383,4.365273464817069e-17,1.1397580848086344e-13
ENST00000530636,2469,2270,0.09929496756274458,43.74227645935885
ENST00000526198,2289,2090,0.029552884924207642,14.140136327372078
ENST00000528770,2233,2034,28.917619853734923,14217.118905474395
ENST00000530452,704,505,1.2663767939749837e-12,2.507676819752443e-09
ENST00000608174,800,601,1.4926319959447671,2483.580692087799
ENST00000397512,1572,1373,101.65762445152161,74040.51307466978
ENST00000526170,1047,848,1.3609067413358649,1604.8428553488973
ENST00000488769,669,470,21.98908976875659,46785.29738033317
ENST00000397510,1423,1224,51.499747042441,42074.95673402042
ENST00000528070,856,657,1.5770367376503394,2400.360331279055
ENST00000528097,1231,1032,1886.609394074926,1828109.8779795794
ENST00000530440,710,511,0.0005586675907984533,1.0932829565527464
ENST00000319006,1199,1000,1670.81543983733,1670815.4398373298
ENST00000465313,446,247,9.694530570535454,39249.111621601034
ENST00000528309,510,311,5.724639058055921e-10,1.8407199543588167e-06
ENST00000397472,790,591,0.002386477774957881,4.03803346016562
ENST00000319863,4363,4164,1001.0337949182713,240401.96803993065
ENST00000354286,3973,3774,55.835791548148,14794.857325953366
ENST00000526650,457,258,1.9172951072181746e-10,7.431376384566568e-07
ENST00000526325,756,557,4.558022586721213,8183.164428583866
ENST00000524550,995,796,5.843904914734946e-11,7.341589088862998e-08
ENST00000534603,863,664,4.848264963073462,7301.603860050395
ENST00000330106,1605,1406,34.0,24182.07681365576
ENST00000320230,2796,2597,356.80719922130305,137392.06747065962
ENST00000628067,2640,2441,146.17036561024563,59881.34600993266
ENST00000531214,1790,1591,0.029847057107164465,18.75993532819891
ENST00000481290,1108,909,4.758502607695523e-08,5.234876356100685e-05
ENST00000627843,1021,822,3.1552035546328946e-09,3.838447146755346e-06
ENST00000531437,802,603,1.6531120272255413e-10,2.7414793154652425e-07
ENST00000625419,816,617,7.462765410481367e-11,1.209524377711729e-07
ENST00000532484,839,640,2.355914801836117e-11,3.6811168778689325e-08
ENST00000528606,741,542,7.078170546748985e-12,1.30593552523044e-08
ENST00000529351,1079,880,1.0127448843393642e-07,0.00011508464594765501
ENST00000533385,746,547,1.3359515943501166e-12,2.4423246697442715e-09
ENST00000531534,824,625,7.905827677286585e-13,1.2649324283658536e-09
ENST00000531514,641,442,7.208797653449823e-14,1.6309496953506387e-10
ENST00000527723,666,467,5.827772184948717e-14,1.2479169560918023e-10
ENST00000526152,565,366,1.916395259003745e-14,5.236052620228811e-11
ENST00000527734,583,384,4.8040337960614086e-15,1.2510504677243251e-11
ENST00000625752,709,510,2.6340816736040103e-13,5.164866026674531e-10
ENST00000456706,606,407,2.3360409622888407e-15,5.739658384002066e-12
ENST00000528936,569,370,8.210373260657666e-16,2.2190198001777476e-12
ENST00000629634,579,380,5.91544362674847e-16,1.5566956912495976e-12
ENST00000529066,558,359,1.821804332846449e-18,5.074663879795122e-15
ENST00000530360,736,537,6.254034700444439e-16,1.1646247114421675e-12
ENST00000678030,1680,1481,28.366434522641228,19153.568212451875
ENST00000525028,3175,2976,41.250158252069085,13860.940272872676
ENST00000524486,3917,3718,546.8507002901442,147081.95274075962
ENST00000411829,2886,2687,41.59665755524954,15480.706198455357
ENST00000347755,2984,2785,77.2020932073872,27720.679787212637
ENST00000531286,1937,1738,0.004490899413804787,2.5839467283111546
ENST00000534649,3108,2909,30.095899795738053,10345.788860686851
ENST00000321153,462,263,21081.93870251434,80159462.74720281
ENST00000530797,637,438,1894.9028959337427,4326262.319483431
ENST00000530398,313,114,27.32926554762563,239730.39954057572
ENST00000336615,2416,2217,557.0,251240.41497519173
ENST00000528315,575,376,3.1451492137695725e-13,8.364758547259501e-10
ENST00000533803,742,543,3.3352969019242e-10,6.142351568921179e-07
ENST00000527089,824,625,2.8888888890137876,4622.22222242206
ENST00000530183,530,331,8.250306585874821e-12,2.4925397540407315e-08
ENST00000528542,1792,1593,10.019415980757197,6289.652216420086
ENST00000525077,2166,1967,37.89574794460074,19265.758995729917
ENST00000450448,1663,1464,1.1959471852861767,816.9038150861862
ENST00000524748,980,781,2.3544596465471694,3014.673042954122
ENST00000397420,1545,1346,211.46961443299665,157109.66896953687
ENST00000397421,1486,1287,59.34992293323744,46114.93623406172
ENST00000322008,1545,1346,211.46961443299665,157109.66896953687
ENST00000525718,534,335,2.765950902048023e-16,8.25656985685977e-13
ENST00000529810,608,409,1.9369642590587526e-07,0.00047358539341289796
ENST00000526693,771,572,1.8097054427644595e-08,3.16382070413367e-05
ENST00000525333,561,362,4.958283308456738e-17,1.369691521673132e-13
ENST00000527341,797,598,4.010738293777201e-08,6.706920223707694e-05
ENST00000530726,1407,1208,69.68442058224583,57685.77862768695
ENST00000528011,1425,1226,75.39400564179557,61495.92629836507
ENST00000528867,545,346,7.037527669277711e-17,2.033967534473327e-13
ENST00000530320,648,449,1.3708257316557806e-09,3.0530639903246784e-06
ENST00000526439,713,514,5.937738993205547,11552.021387559429
ENST00000534030,585,386,400.5823055258644,1037777.9935903222
ENST00000322028,876,677,551.1912603543135,814167.297421438
ENST00000397411,1025,826,0.10964975490699792,132.74788729660764
ENST00000397396,1332,1133,8.869474395367007,7828.309263342459
ENST00000397397,1379,1180,83.42454801430385,70698.76950364733
ENST00000397408,1430,1231,70.10415202639058,56948.94559414344
ENST00000530404,818,619,0.1707656912179631,275.87349146682243
ENST00000525334,860,661,2.9056999830259613,4395.915254199639
ENST00000397406,1426,1227,31.512292681500398,25682.390123472207
ENST00000409543,1031,832,0.35372199790288766,425.14663209481694
ENST00000525201,834,635,0.0009609003555870136,1.5132289064362419
ENST00000397404,1462,1263,29.883303202200857,23660.57260665151
ENST00000532375,518,319,3.6379664850685105e-10,1.1404283652252383e-06
ENST00000346501,882,683,0.004962510527105806,7.265754798105133
ENST00000409531,1339,1140,6.830234420968501,5991.433702603948
ENST00000527644,1687,1488,6.830234420968501,4590.211304414315
ENST00000323578,3260,3061,213.121754164303,69624.87885145475
ENST00000454838,3255,3056,69.80488688264474,22841.913246938722
ENST00000449825,3537,3338,197.4110241077435,59140.510517598406
ENST00000532909,619,420,4.407568123534054e-17,1.0494209817938224e-13
ENST00000529539,602,403,3.022916714671904e-13,7.501034031443931e-10
ENST00000534207,1171,972,1.8670364687489597e-11,1.9208194122931683e-08
ENST00000429789,1289,1090,56.57574474165625,51904.35297399656
ENST00000528581,1431,1232,2.04222228829282,1657.6479612766395
ENST00000436108,1477,1278,111.93272538633198,87584.292164579
ENST00000528521,323,124,3.5159737980507924e-16,2.8354627403635422e-12
ENST00000531859,834,635,0.0006027887558441221,0.9492736312505861
ENST00000534254,1019,820,0.0016349161177914655,1.9938001436481285
ENST00000528426,991,792,2.7597217114513007e-05,0.03484497110418309
ENST00000533056,752,553,1.0221203088770996e-10,1.848318822562567e-07
ENST00000533059,578,379,6.506507219917575e-08,0.00017167565224056927
ENST00000530939,571,372,9.229606999579591e-12,2.4810771504246214e-08
ENST00000525225,523,324,7.841889657154516e-13,2.420336313936579e-09
ENST00000525840,438,239,1.5625028553481344,6537.6688508290135
ENST00000528154,594,395,0.5468742063922828,1384.4916617526146
ENST00000529818,804,605,8.040200771687158e-13,1.3289588052375467e-09
ENST00000332231,4656,4457,221.56425659135965,49711.52268148074
ENST00000534328,1163,964,5.1609545950296906e-12,5.353687339242418e-09
ENST00000448903,4587,4388,221.56425659135965,50493.22164798534
ENST00000528815,3072,2873,23.411344971204617,8148.745204039197
ENST00000687792,4385,4186,146.1902028136065,34923.60315661885
ENST00000693238,5106,4907,214.9831664082088,43811.52769680229
ENST00000687890,4376,4177,222.15686850931988,53185.747787723216
ENST00000528195,760,561,1.4130400971184145e-16,2.5187880519044823e-13
ENST00000531548,838,639,8.040200771687158e-13,1.2582473821106663e-09
ENST00000534485,790,591,8.040200771687158e-13,1.3604400628912282e-09
ENST00000527024,907,708,8.040200771687158e-13,1.135621577921915e-09
ENST00000526753,863,664,8.040200771687158e-13,1.210873610193849e-09
ENST00000530801,962,763,5.094961645216594,6677.538198186886
ENST00000524559,1250,1051,1.288553793308034,1226.0264446318117
ENST00000524952,490,291,2.189374476923135,7523.623632038265
ENST00000688963,1101,902,11.568642945099722,12825.546502327852
ENST00000691652,457,258,5.296100826182351e-16,2.0527522582102137e-12
ENST00000421673,8016,7817,4.0,511.70525777152363
ENST00000532016,656,457,0.0,0.0
ENST00000527242,404,205,0.0,0.0
ENST00000525923,553,354,0.0,0.0
ENST00000675028,4209,4010,0.0,0.0
ENST00000674892,3111,2912,0.0,0.0
ENST00000621226,17448,17249,1.0,57.97437532610586
ENST00000529681,17911,17712,0.0,0.0
ENST00000526859,461,262,0.0,0.0
ENST00000317204,3627,3428,469.2408947120952,136884.74174798577
ENST00000527886,3666,3467,173.5233338776993,50049.995349783465
ENST00000525159,3429,3230,41.98316753528524,12997.884685846824
ENST00000263646,2283,2084,21.447249504653236,10291.386518547617
ENST00000530506,1297,1098,12.80181229357102,11659.20973913572
ENST00000527938,549,350,5.4889627369717855e-17,1.5682750677062245e-13
ENST00000530541,684,485,0.00354207669873049,7.3032509252175055
ENST00000308219,4089,3890,0.39999990463256835,102.8277389800947
ENST00000529433,3211,3012,9.536743164062489e-08,3.166249390458993e-05
ENST00000531197,3163,2964,9.536743164062489e-08,3.217524684231609e-05
ENST00000528841,4528,4329,0.39999990463256835,92.40007037019366
ENST00000526678,2091,1892,9.536743164062489e-08,5.040561926037256e-05
ENST00000528596,581,382,0.0,0.0
ENST00000524702,580,381,0.0,0.0
ENST00000528710,3528,3329,0.39999990463256835,120.15617441651197
ENST00000382179,3576,3377,9.536743164062489e-08,2.824028180059961e-05
ENST00000529951,1934,1735,9.536743164062489e-08,5.4966819389409156e-05
ENST00000544817,1842,1643,0.39999990463256835,243.45703264307264
ENST00000533606,2319,2120,0.39999990463256835,188.6792002983813
ENST00000329957,1745,1546,429.0,277490.29754204396
ENST00000331588,4455,4256,52.0,12218.045112781954
ENST00000397374,4824,4625,52.0,11243.243243243243
ENST00000382171,942,743,0.0,0.0
ENST00000412090,1118,919,4.76837158203125e-07,0.0005188652428760881
ENST00000399685,899,700,0.0,0.0
ENST00000399682,1181,982,0.0,0.0
ENST00000399676,933,734,0.0,0.0
ENST00000382160,561,362,0.0,0.0
ENST00000340134,3714,3515,1.4577018408187992,414.708916306913
ENST00000382123,3807,3608,1.4577018408187992,404.0193572114188
ENST00000636615,2228,2029,6.627059139795017,3266.170103398234
ENST00000636579,350,151,2.896281842348573e-23,1.9180674452639555e-19
ENST00000636397,4038,3839,0.09602398528359204,25.01275990716125
ENST00000427721,1007,808,2.4077262536614595e-09,2.979859224828539e-06
ENST00000637815,2019,1820,252.43468871528836,138700.3784149936
ENST00000367196,2190,1991,108.90331992559578,54697.80006308176
ENST00000236671,2055,1856,290.5708442967517,156557.5669702326
ENST00000678991,2198,1999,204.21431014240554,102158.23418829692
ENST00000429746,1973,1774,93.4314001531042,52667.08013140034
ENST00000433655,2035,1836,284.07459086102034,154724.72269118755
ENST00000637915,1982,1783,216.70833950639238,121541.41307144833
ENST00000636571,1790,1591,19.3255332149476,12146.783918885983
ENST00000637387,1597,1398,0.35739030891854373,255.64399779581098
ENST00000636843,1512,1313,0.29726412206788294,226.40070226038304
ENST00000438213,1544,1345,0.043831944379610153,32.58880623019342
ENST00000430303,575,376,0.16666666666666666,443.26241134751774
ENST00000417052,482,283,0.16666666666666666,588.9281507656066
ENST00000381968,1424,1225,0.16666666666666666,136.05442176870747
ENST00000381978,1291,1092,0.16666666666666666,152.62515262515262
ENST00000424556,1506,1307,0.16666666666666666,127.51849018107625
ENST00000341958,1370,1171,0.16666666666666666,142.32849416453172
ENST00000381911,751,552,1.0,1811.5942028985507
ENST00000381906,745,546,1.0,1831.5018315018315
ENST00000252898,678,479,1.0,2087.68267223382
ENST00000381905,706,507,1.0,1972.3865877712033
ENST00000676039,1050,851,13.392034577072161,15736.82088962651
ENST00000311604,1585,1386,6337.42979225969,4572460.1675755335
ENST00000421485,682,483,1.208652749753404,2502.386645452182
ENST00000446808,574,375,2.5909479908129448e-08,6.909194642167853e-05
ENST00000381775,2016,1817,890.0142627289234,489826.2315514163
ENST00000405957,1785,1586,956.1558443821239,602872.5374414399
ENST00000451814,417,218,4.4878429311690465e-13,2.0586435464078194e-09
ENST00000457279,887,688,0.001825569238666418,2.6534436608523517
ENST00000429923,582,383,4.673942694736653e-08,0.00012203505730382906
ENST00000418975,581,382,4.608268727152729e-16,1.2063530699352694e-12
ENST00000406638,2640,2441,907.2352902299541,371665.4200040779
ENST00000612798,1881,1682,892.1732686625827,530424.0598469576
ENST00000417766,887,688,0.001707355144014003,2.4816208488575624
ENST00000432093,968,769,0.002264143070407464,2.9442692723113963
ENST00000640310,3818,3619,161.5614809266946,44642.5755531071
ENST00000278317,1065,866,1.2694079642360543,1465.8290580093005
ENST00000453458,699,500,0.0001288837113521647,0.25776742270432934
ENST00000381557,1019,820,1.2694079642360543,1548.0584929707977
ENST00000381579,1042,843,0.09770227221897339,115.89830630957697
ENST00000381589,1060,861,1.2694079642360543,1474.3414218769503
ENST00000381563,844,645,0.0040460526764855426,6.272949886024096
ENST00000344578,794,595,0.0040460526764855426,6.800088531908474
ENST00000381558,1258,1059,1.2694079642360543,1198.6855186365008
ENST00000641119,941,742,1.2694079642360543,1710.792404630801
ENST00000641225,877,678,1.2694079642360543,1872.2831330915253
ENST00000641787,924,725,1.2694079642360543,1750.9075368773163
ENST00000397301,818,619,0.0040460526764855426,6.536434049249665
ENST00000397304,720,521,0.0040460526764855426,7.765936039319659
ENST00000446240,720,521,0.0001288837113521647,0.2473775649753641
ENST00000381519,643,444,59.27710038178746,133506.98284186365
ENST00000397298,673,474,1518.736953619541,3204086.400041226
ENST00000397297,613,414,1.8820942492250614,4546.121374939762
ENST00000381514,919,720,1.8094250544261719,2513.0903533696833
ENST00000397294,551,352,1.728973542660554,4911.856655285665
ENST00000429295,805,606,74.56545315235218,123045.30223160426
ENST00000381395,4527,4328,0.0,0.0
ENST00000381406,5179,4980,0.0,0.0
ENST00000416167,5580,5381,0.0,0.0
ENST00000434045,1583,1384,0.0,0.0
ENST00000381392,1005,806,0.0,0.0
ENST00000381389,1023,824,0.0,0.0
ENST00000418738,934,735,0.0,0.0
ENST00000643349,5144,4945,0.0,0.0
ENST00000356578,1706,1507,0.0,0.0
ENST00000397270,828,629,0.0,0.0
ENST00000397262,639,440,0.0,0.0
ENST00000381330,465,266,0.0,0.0
ENST00000250971,503,304,0.0,0.0
ENST00000421783,464,265,0.0,0.0
ENST00000512523,297,98,0.0,0.0
ENST00000381178,1910,1711,0.0,0.0
ENST00000381175,1898,1699,0.0,0.0
ENST00000333684,1535,1336,0.0,0.0
